,unique_id,date,cutoff,demand,Naive,MA_1,MA_2,MA_3,MA_4,MA_5,MA_6,MA_7,MA_8,MA_9,MA_10,MA_11,MA_12,MA_13,MA_14,MA_15,MA_16,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES,Holt,Holt‑Winters
78,Demand Amoxicillin Fürth,2023-01-09,2022-12-19,497.0,508.0,508.0,467.5,453.0,455.0,465.2,452.66666,455.57144,448.125,439.44446,440.7,434.9091,432.08334,424.6154,423.42856,419.73334,416.9375,416.95728,443.73492,456.84073,464.77658,471.24487,477.66284,484.55478,492.01517,499.9104,508.0,463.13235,483.70618,498.27823
79,Demand Amoxicillin Fürth,2023-01-16,2022-12-19,440.0,508.0,508.0,467.5,453.0,455.0,465.2,452.66666,455.57144,448.125,439.44446,440.7,434.9091,432.08334,424.6154,423.42856,419.73334,416.9375,416.95728,443.73492,456.84073,464.77658,471.24487,477.66284,484.55478,492.01517,499.9104,508.0,463.13235,488.31256,495.17645
80,Demand Amoxicillin Fürth,2023-01-23,2023-01-16,480.0,440.0,440.0,468.5,482.66666,482.0,487.2,477.16666,469.57144,468.5,472.66666,464.4,465.18182,459.41666,452.53845,452.5,447.46667,444.5625,438.67865,463.83383,470.56647,470.57104,467.57782,462.99615,457.5599,451.73123,445.811,440.0,470.8927,496.25775,494.798
81,Demand Amoxicillin Fürth,2023-01-30,2023-01-16,426.0,440.0,440.0,468.5,482.66666,482.0,487.2,477.16666,469.57144,468.5,472.66666,464.4,465.18182,459.41666,452.53845,452.5,447.46667,444.5625,438.67865,463.83383,470.56647,470.57104,467.57782,462.99615,457.5599,451.73123,445.811,440.0,470.8927,495.15625,495.34982
82,Demand Amoxicillin Fürth,2023-02-06,2023-01-16,518.0,440.0,440.0,468.5,482.66666,482.0,487.2,477.16666,469.57144,468.5,472.66666,464.4,465.18182,459.41666,452.53845,452.5,447.46667,444.5625,438.67865,463.83383,470.56647,470.57104,467.57782,462.99615,457.5599,451.73123,445.811,440.0,470.8927,494.275,490.67474
83,Demand Amoxicillin Fürth,2023-02-13,2023-01-16,478.0,440.0,440.0,468.5,482.66666,482.0,487.2,477.16666,469.57144,468.5,472.66666,464.4,465.18182,459.41666,452.53845,452.5,447.46667,444.5625,438.67865,463.83383,470.56647,470.57104,467.57782,462.99615,457.5599,451.73123,445.811,440.0,470.8927,493.56992,497.6876
84,Demand Amoxicillin Fürth,2023-02-20,2023-02-13,416.0,478.0,478.0,498.0,474.0,475.5,468.4,473.16666,478.57144,478.75,482.0,476.5,471.72726,470.83334,473.53845,467.57144,467.93332,463.4375,451.73508,472.14633,477.177,479.322,480.97363,482.30072,482.99625,482.70676,481.13058,478.0,478.85754,473.12265,493.88904
85,Demand Amoxicillin Fürth,2023-02-27,2023-02-13,475.0,478.0,478.0,498.0,474.0,475.5,468.4,473.16666,478.57144,478.75,482.0,476.5,471.72726,470.83334,473.53845,467.57144,467.93332,463.4375,451.73508,472.14633,477.177,479.322,480.97363,482.30072,482.99625,482.70676,481.13058,478.0,478.85754,470.40262,461.77505
86,Demand Amoxicillin Fürth,2023-03-06,2023-02-13,417.0,478.0,478.0,498.0,474.0,475.5,468.4,473.16666,478.57144,478.75,482.0,476.5,471.72726,470.83334,473.53845,467.57144,467.93332,463.4375,451.73508,472.14633,477.177,479.322,480.97363,482.30072,482.99625,482.70676,481.13058,478.0,478.85754,468.2266,501.7072
87,Demand Amoxicillin Fürth,2023-03-13,2023-02-13,467.0,478.0,478.0,498.0,474.0,475.5,468.4,473.16666,478.57144,478.75,482.0,476.5,471.72726,470.83334,473.53845,467.57144,467.93332,463.4375,451.73508,472.14633,477.177,479.322,480.97363,482.30072,482.99625,482.70676,481.13058,478.0,478.85754,466.48578,440.3333
88,Demand Amoxicillin Fürth,2023-03-20,2023-03-13,482.0,467.0,467.0,442.0,453.0,443.75,450.6,461.83334,456.7143,459.625,457.44446,461.4,465.9091,467.08334,470.23077,467.14285,464.26666,464.0625,449.41476,456.90952,454.87158,453.34253,453.18585,454.2013,456.16968,458.95474,462.52753,467.0,453.63843,438.29837,446.4639
89,Demand Amoxicillin Fürth,2023-03-27,2023-03-13,414.0,467.0,467.0,442.0,453.0,443.75,450.6,461.83334,456.7143,459.625,457.44446,461.4,465.9091,467.08334,470.23077,467.14285,464.26666,464.0625,449.41476,456.90952,454.87158,453.34253,453.18585,454.2013,456.16968,458.95474,462.52753,467.0,453.63843,433.7011,466.06525
90,Demand Amoxicillin Fürth,2023-04-03,2023-03-13,378.0,467.0,467.0,442.0,453.0,443.75,450.6,461.83334,456.7143,459.625,457.44446,461.4,465.9091,467.08334,470.23077,467.14285,464.26666,464.0625,449.41476,456.90952,454.87158,453.34253,453.18585,454.2013,456.16968,458.95474,462.52753,467.0,453.63843,430.0233,426.06305
91,Demand Amoxicillin Fürth,2023-04-10,2023-03-13,391.0,467.0,467.0,442.0,453.0,443.75,450.6,461.83334,456.7143,459.625,457.44446,461.4,465.9091,467.08334,470.23077,467.14285,464.26666,464.0625,449.41476,456.90952,454.87158,453.34253,453.18585,454.2013,456.16968,458.95474,462.52753,467.0,453.63843,427.08105,464.84457
92,Demand Amoxicillin Fürth,2023-04-17,2023-04-10,333.0,391.0,391.0,384.5,394.33334,416.25,426.4,424.83334,432.0,430.0,435.33334,443.6,442.0,445.16666,444.76923,448.5,452.66666,454.375,436.6528,428.17896,416.35046,407.134,400.1991,395.20035,391.96677,390.34714,390.12604,391.0,409.12732,411.8168,417.52475
93,Demand Amoxicillin Fürth,2023-04-24,2023-04-10,390.0,391.0,391.0,384.5,394.33334,416.25,426.4,424.83334,432.0,430.0,435.33334,443.6,442.0,445.16666,444.76923,448.5,452.66666,454.375,436.6528,428.17896,416.35046,407.134,400.1991,395.20035,391.96677,390.34714,390.12604,391.0,409.12732,398.07037,437.07303
94,Demand Amoxicillin Fürth,2023-05-01,2023-04-10,406.0,391.0,391.0,384.5,394.33334,416.25,426.4,424.83334,432.0,430.0,435.33334,443.6,442.0,445.16666,444.76923,448.5,452.66666,454.375,436.6528,428.17896,416.35046,407.134,400.1991,395.20035,391.96677,390.34714,390.12604,391.0,409.12732,387.07285,400.6608
95,Demand Amoxicillin Fürth,2023-05-08,2023-04-10,355.0,391.0,391.0,384.5,394.33334,416.25,426.4,424.83334,432.0,430.0,435.33334,443.6,442.0,445.16666,444.76923,448.5,452.66666,454.375,436.6528,428.17896,416.35046,407.134,400.1991,395.20035,391.96677,390.34714,390.12604,391.0,409.12732,378.2745,413.31772
96,Demand Amoxicillin Fürth,2023-05-15,2023-05-08,363.0,355.0,355.0,380.5,383.66666,371.0,375.0,375.5,381.0,393.625,401.77777,403.3,409.81818,410.33334,415.53845,422.85715,423.06668,426.625,414.39362,395.36127,383.32147,377.13577,373.57495,370.78433,367.79865,364.19577,359.8887,355.0,378.02036,354.28143,394.16818
97,Demand Amoxicillin Fürth,2023-05-22,2023-05-08,375.0,355.0,355.0,380.5,383.66666,371.0,375.0,375.5,381.0,393.625,401.77777,403.3,409.81818,410.33334,415.53845,422.85715,423.06668,426.625,414.39362,395.36127,383.32147,377.13577,373.57495,370.78433,367.79865,364.19577,359.8887,355.0,378.02036,346.282,397.3922
98,Demand Amoxicillin Fürth,2023-05-29,2023-05-08,377.0,355.0,355.0,380.5,383.66666,371.0,375.0,375.5,381.0,393.625,401.77777,403.3,409.81818,410.33334,415.53845,422.85715,423.06668,426.625,414.39362,395.36127,383.32147,377.13577,373.57495,370.78433,367.79865,364.19577,359.8887,355.0,378.02036,339.88248,412.07578
99,Demand Amoxicillin Fürth,2023-06-05,2023-05-08,333.0,355.0,355.0,380.5,383.66666,371.0,375.0,375.5,381.0,393.625,401.77777,403.3,409.81818,410.33334,415.53845,422.85715,423.06668,426.625,414.39362,395.36127,383.32147,377.13577,373.57495,370.78433,367.79865,364.19577,359.8887,355.0,378.02036,334.76285,330.90335
100,Demand Amoxicillin Fürth,2023-06-12,2023-06-05,394.0,333.0,333.0,355.0,361.66666,362.0,360.6,368.16666,371.2857,366.5,369.22223,370.1,374.0909,383.08334,389.53845,391.5,397.06668,398.25,395.95135,374.0312,363.5832,357.91998,353.66095,349.71127,345.73486,341.62592,337.36768,333.0,358.75888,353.02203,397.1025
101,Demand Amoxicillin Fürth,2023-06-19,2023-06-05,355.0,333.0,333.0,355.0,361.66666,362.0,360.6,368.16666,371.2857,366.5,369.22223,370.1,374.0909,383.08334,389.53845,391.5,397.06668,398.25,395.95135,374.0312,363.5832,357.91998,353.66095,349.71127,345.73486,341.62592,337.36768,333.0,358.75888,352.56824,362.27017
102,Demand Amoxicillin Fürth,2023-06-26,2023-06-05,290.0,333.0,333.0,355.0,361.66666,362.0,360.6,368.16666,371.2857,366.5,369.22223,370.1,374.0909,383.08334,389.53845,391.5,397.06668,398.25,395.95135,374.0312,363.5832,357.91998,353.66095,349.71127,345.73486,341.62592,337.36768,333.0,358.75888,352.20517,361.02637
103,Demand Amoxicillin Fürth,2023-07-03,2023-06-05,313.0,333.0,333.0,355.0,361.66666,362.0,360.6,368.16666,371.2857,366.5,369.22223,370.1,374.0909,383.08334,389.53845,391.5,397.06668,398.25,395.95135,374.0312,363.5832,357.91998,353.66095,349.71127,345.73486,341.62592,337.36768,333.0,358.75888,351.91473,341.50333
104,Demand Amoxicillin Fürth,2023-07-10,2023-07-03,362.0,313.0,313.0,301.5,319.33334,338.0,337.0,343.66666,348.14285,350.0,350.55554,356.1,359.18182,357.0,359.6154,360.92856,364.46667,371.8125,374.6613,347.9888,334.8239,326.34802,320.10382,315.5622,312.61206,311.2282,311.38333,313.0,327.534,337.0484,333.0755
105,Demand Amoxicillin Fürth,2023-07-17,2023-07-03,315.0,313.0,313.0,301.5,319.33334,338.0,337.0,343.66666,348.14285,350.0,350.55554,356.1,359.18182,357.0,359.6154,360.92856,364.46667,371.8125,374.6613,347.9888,334.8239,326.34802,320.10382,315.5622,312.61206,311.2282,311.38333,313.0,327.534,330.51965,365.94818
106,Demand Amoxicillin Fürth,2023-07-24,2023-07-03,309.0,313.0,313.0,301.5,319.33334,338.0,337.0,343.66666,348.14285,350.0,350.55554,356.1,359.18182,357.0,359.6154,360.92856,364.46667,371.8125,374.6613,347.9888,334.8239,326.34802,320.10382,315.5622,312.61206,311.2282,311.38333,313.0,327.534,324.79922,358.3472
107,Demand Amoxicillin Fürth,2023-07-31,2023-07-03,361.0,313.0,313.0,301.5,319.33334,338.0,337.0,343.66666,348.14285,350.0,350.55554,356.1,359.18182,357.0,359.6154,360.92856,364.46667,371.8125,374.6613,347.9888,334.8239,326.34802,320.10382,315.5622,312.61206,311.2282,311.38333,313.0,327.534,319.787,352.66193
108,Demand Amoxicillin Fürth,2023-08-07,2023-07-31,319.0,361.0,361.0,335.0,328.33334,336.75,332.0,325.0,329.2857,337.375,336.8889,340.9,344.0,345.58334,346.30768,350.57144,353.2,351.9375,361.63007,341.565,337.13602,337.49152,339.75647,342.9792,346.80896,351.13477,355.90195,361.0,337.22202,323.23828,391.28754
109,Demand Amoxicillin Fürth,2023-08-14,2023-07-31,308.0,361.0,361.0,335.0,328.33334,336.75,332.0,325.0,329.2857,337.375,336.8889,340.9,344.0,345.58334,346.30768,350.57144,353.2,351.9375,361.63007,341.565,337.13602,337.49152,339.75647,342.9792,346.80896,351.13477,355.90195,361.0,337.22202,321.51324,376.80124
110,Demand Amoxicillin Fürth,2023-08-21,2023-07-31,321.0,361.0,361.0,335.0,328.33334,336.75,332.0,325.0,329.2857,337.375,336.8889,340.9,344.0,345.58334,346.30768,350.57144,353.2,351.9375,361.63007,341.565,337.13602,337.49152,339.75647,342.9792,346.80896,351.13477,355.90195,361.0,337.22202,319.99738,368.6657
111,Demand Amoxicillin Fürth,2023-08-28,2023-07-31,335.0,361.0,361.0,335.0,328.33334,336.75,332.0,325.0,329.2857,337.375,336.8889,340.9,344.0,345.58334,346.30768,350.57144,353.2,351.9375,361.63007,341.565,337.13602,337.49152,339.75647,342.9792,346.80896,351.13477,355.90195,361.0,337.22202,318.6653,382.8807
112,Demand Amoxicillin Fürth,2023-09-04,2023-08-28,371.0,335.0,335.0,328.0,321.33334,320.75,328.8,325.5,324.0,328.75,327.0,323.3,326.18182,331.83334,331.92307,335.14285,337.8,339.375,347.85858,330.35464,326.9575,326.6925,327.42227,328.63788,330.15225,331.81943,333.48468,335.0,326.63657,316.76834,384.98657
113,Demand Amoxicillin Fürth,2023-09-11,2023-08-28,395.0,335.0,335.0,328.0,321.33334,320.75,328.8,325.5,324.0,328.75,327.0,323.3,326.18182,331.83334,331.92307,335.14285,337.8,339.375,347.85858,330.35464,326.9575,326.6925,327.42227,328.63788,330.15225,331.81943,333.48468,335.0,326.63657,316.80807,403.72083
114,Demand Amoxicillin Fürth,2023-09-18,2023-08-28,313.0,335.0,335.0,328.0,321.33334,320.75,328.8,325.5,324.0,328.75,327.0,323.3,326.18182,331.83334,331.92307,335.14285,337.8,339.375,347.85858,330.35464,326.9575,326.6925,327.42227,328.63788,330.15225,331.81943,333.48468,335.0,326.63657,316.84277,402.7966
115,Demand Amoxicillin Fürth,2023-09-25,2023-08-28,431.0,335.0,335.0,328.0,321.33334,320.75,328.8,325.5,324.0,328.75,327.0,323.3,326.18182,331.83334,331.92307,335.14285,337.8,339.375,347.85858,330.35464,326.9575,326.6925,327.42227,328.63788,330.15225,331.81943,333.48468,335.0,326.63657,316.8731,385.74744
116,Demand Amoxicillin Fürth,2023-10-02,2023-09-25,395.0,431.0,431.0,372.0,379.66666,377.5,369.0,361.0,353.42856,349.125,350.44446,346.3,343.45456,345.0,342.53845,338.7857,339.86667,343.25,358.54092,360.14365,369.77338,378.79373,386.7764,394.29953,402.00113,410.42532,419.99225,431.0,376.9351,376.4282,433.5101
117,Demand Amoxicillin Fürth,2023-10-09,2023-09-25,371.0,431.0,431.0,372.0,379.66666,377.5,369.0,361.0,353.42856,349.125,350.44446,346.3,343.45456,345.0,342.53845,338.7857,339.86667,343.25,358.54092,360.14365,369.77338,378.79373,386.7764,394.29953,402.00113,410.42532,419.99225,431.0,376.9351,393.13156,433.26907
118,Demand Amoxicillin Fürth,2023-10-16,2023-09-25,384.0,431.0,431.0,372.0,379.66666,377.5,369.0,361.0,353.42856,349.125,350.44446,346.3,343.45456,345.0,342.53845,338.7857,339.86667,343.25,358.54092,360.14365,369.77338,378.79373,386.7764,394.29953,402.00113,410.42532,419.99225,431.0,376.9351,406.49432,426.63452
119,Demand Amoxicillin Fürth,2023-10-23,2023-09-25,420.0,431.0,431.0,372.0,379.66666,377.5,369.0,361.0,353.42856,349.125,350.44446,346.3,343.45456,345.0,342.53845,338.7857,339.86667,343.25,358.54092,360.14365,369.77338,378.79373,386.7764,394.29953,402.00113,410.42532,419.99225,431.0,376.9351,417.18457,434.44162
120,Demand Amoxicillin Fürth,2023-10-30,2023-10-23,425.0,420.0,420.0,402.0,391.66666,392.5,400.2,385.66666,387.0,385.0,379.44446,373.6,367.63635,363.58334,363.3846,359.5,356.53333,356.875,370.64517,380.89084,390.60507,396.80368,401.23602,405.03806,408.7347,412.49667,416.2965,420.0,395.7646,412.8209,432.09024
121,Demand Amoxicillin Fürth,2023-11-06,2023-10-23,435.0,420.0,420.0,402.0,391.66666,392.5,400.2,385.66666,387.0,385.0,379.44446,373.6,367.63635,363.58334,363.3846,359.5,356.53333,356.875,370.64517,380.89084,390.60507,396.80368,401.23602,405.03806,408.7347,412.49667,416.2965,420.0,395.7646,419.0391,446.9291
122,Demand Amoxicillin Fürth,2023-11-13,2023-10-23,432.0,420.0,420.0,402.0,391.66666,392.5,400.2,385.66666,387.0,385.0,379.44446,373.6,367.63635,363.58334,363.3846,359.5,356.53333,356.875,370.64517,380.89084,390.60507,396.80368,401.23602,405.03806,408.7347,412.49667,416.2965,420.0,395.7646,424.0136,451.4474
123,Demand Amoxicillin Fürth,2023-11-20,2023-10-23,470.0,420.0,420.0,402.0,391.66666,392.5,400.2,385.66666,387.0,385.0,379.44446,373.6,367.63635,363.58334,363.3846,359.5,356.53333,356.875,370.64517,380.89084,390.60507,396.80368,401.23602,405.03806,408.7347,412.49667,416.2965,420.0,395.7646,427.99326,487.43646
124,Demand Amoxicillin Fürth,2023-11-27,2023-11-20,489.0,470.0,470.0,451.0,445.66666,440.5,436.4,427.66666,419.57144,416.5,418.1111,407.6,406.45456,403.5,398.23077,392.7143,387.06668,382.8125,395.2778,418.3329,433.18176,442.46576,449.01477,454.12897,458.46826,462.41998,466.21912,470.0,441.49054,446.52344,468.31116
125,Demand Amoxicillin Fürth,2023-12-04,2023-11-20,448.0,470.0,470.0,451.0,445.66666,440.5,436.4,427.66666,419.57144,416.5,418.1111,407.6,406.45456,403.5,398.23077,392.7143,387.06668,382.8125,395.2778,418.3329,433.18176,442.46576,449.01477,454.12897,458.46826,462.41998,466.21912,470.0,441.49054,456.4513,467.1808
126,Demand Amoxicillin Fürth,2023-12-11,2023-11-20,431.0,470.0,470.0,451.0,445.66666,440.5,436.4,427.66666,419.57144,416.5,418.1111,407.6,406.45456,403.5,398.23077,392.7143,387.06668,382.8125,395.2778,418.3329,433.18176,442.46576,449.01477,454.12897,458.46826,462.41998,466.21912,470.0,441.49054,464.39362,450.89832
127,Demand Amoxicillin Fürth,2023-12-18,2023-11-20,464.0,470.0,470.0,451.0,445.66666,440.5,436.4,427.66666,419.57144,416.5,418.1111,407.6,406.45456,403.5,398.23077,392.7143,387.06668,382.8125,395.2778,418.3329,433.18176,442.46576,449.01477,454.12897,458.46826,462.41998,466.21912,470.0,441.49054,470.74753,491.57843
128,Demand Amoxicillin Fürth,2023-12-25,2023-12-18,499.0,464.0,464.0,447.5,447.66666,458.0,460.4,455.66666,452.7143,449.25,446.0,439.8,433.54544,430.33334,430.3846,422.0,420.2,417.125,416.46786,440.52676,449.89102,453.14517,454.37592,455.25128,456.4897,458.36548,460.90872,464.0,452.9338,470.84406,506.88232
129,Demand Amoxicillin Fürth,2024-01-01,2023-12-18,488.0,464.0,464.0,447.5,447.66666,458.0,460.4,455.66666,452.7143,449.25,446.0,439.8,433.54544,430.33334,430.3846,422.0,420.2,417.125,416.46786,440.52676,449.89102,453.14517,454.37592,455.25128,456.4897,458.36548,460.90872,464.0,452.9338,471.42715,489.07846
130,Demand Amoxicillin Fürth,2024-01-08,2023-12-18,558.0,464.0,464.0,447.5,447.66666,458.0,460.4,455.66666,452.7143,449.25,446.0,439.8,433.54544,430.33334,430.3846,422.0,420.2,417.125,416.46786,440.52676,449.89102,453.14517,454.37592,455.25128,456.4897,458.36548,460.90872,464.0,452.9338,471.89374,504.03162
131,Demand Amoxicillin Fürth,2024-01-15,2023-12-18,522.0,464.0,464.0,447.5,447.66666,458.0,460.4,455.66666,452.7143,449.25,446.0,439.8,433.54544,430.33334,430.3846,422.0,420.2,417.125,416.46786,440.52676,449.89102,453.14517,454.37592,455.25128,456.4897,458.36548,460.90872,464.0,452.9338,472.26712,510.94818
132,Demand Amoxicillin Fürth,2024-01-22,2024-01-15,496.0,522.0,522.0,540.0,522.6667,516.75,506.2,493.66666,487.14285,487.375,485.44446,480.1,476.0,471.75,467.76923,461.7857,455.73334,451.9375,451.56964,487.68137,504.88193,514.8332,521.086,524.78406,526.45264,526.423,524.90717,522.0,514.6046,516.535,489.57843
133,Demand Amoxicillin Fürth,2024-01-29,2024-01-15,452.0,522.0,522.0,540.0,522.6667,516.75,506.2,493.66666,487.14285,487.375,485.44446,480.1,476.0,471.75,467.76923,461.7857,455.73334,451.9375,451.56964,487.68137,504.88193,514.8332,521.086,524.78406,526.45264,526.423,524.90717,522.0,514.6046,527.0343,471.43918
134,Demand Amoxicillin Fürth,2024-02-05,2024-01-15,504.0,522.0,522.0,540.0,522.6667,516.75,506.2,493.66666,487.14285,487.375,485.44446,480.1,476.0,471.75,467.76923,461.7857,455.73334,451.9375,451.56964,487.68137,504.88193,514.8332,521.086,524.78406,526.45264,526.423,524.90717,522.0,514.6046,536.42676,495.04926
135,Demand Amoxicillin Fürth,2024-02-12,2024-01-15,471.0,522.0,522.0,540.0,522.6667,516.75,506.2,493.66666,487.14285,487.375,485.44446,480.1,476.0,471.75,467.76923,461.7857,455.73334,451.9375,451.56964,487.68137,504.88193,514.8332,521.086,524.78406,526.45264,526.423,524.90717,522.0,514.6046,544.8291,489.1358
136,Demand Amoxicillin Fürth,2024-02-19,2024-02-12,445.0,471.0,471.0,487.5,475.66666,480.75,489.0,500.5,498.7143,498.75,494.8889,488.5,484.81818,485.16666,484.0,480.2857,477.26666,474.0,461.50522,483.24066,485.84454,484.02478,481.56787,479.43286,477.65466,475.9207,473.8269,471.0,484.19,504.98312,465.59174
137,Demand Amoxicillin Fürth,2024-02-26,2024-02-12,433.0,471.0,471.0,487.5,475.66666,480.75,489.0,500.5,498.7143,498.75,494.8889,488.5,484.81818,485.16666,484.0,480.2857,477.26666,474.0,461.50522,483.24066,485.84454,484.02478,481.56787,479.43286,477.65466,475.9207,473.8269,471.0,484.19,500.53046,461.8667
138,Demand Amoxicillin Fürth,2024-03-04,2024-02-12,430.0,471.0,471.0,487.5,475.66666,480.75,489.0,500.5,498.7143,498.75,494.8889,488.5,484.81818,485.16666,484.0,480.2857,477.26666,474.0,461.50522,483.24066,485.84454,484.02478,481.56787,479.43286,477.65466,475.9207,473.8269,471.0,484.19,496.58606,470.1914
139,Demand Amoxicillin Fürth,2024-03-11,2024-02-12,382.0,471.0,471.0,487.5,475.66666,480.75,489.0,500.5,498.7143,498.75,494.8889,488.5,484.81818,485.16666,484.0,480.2857,477.26666,474.0,461.50522,483.24066,485.84454,484.02478,481.56787,479.43286,477.65466,475.9207,473.8269,471.0,484.19,493.09198,445.27707
140,Demand Amoxicillin Fürth,2024-03-18,2024-03-11,482.0,382.0,382.0,406.0,415.0,422.5,432.2,444.16666,445.2857,451.625,459.44446,469.3,471.0,473.33334,472.6154,469.64285,468.2,469.5,447.2071,444.12738,430.99277,419.5296,410.5355,403.32947,397.25848,391.86548,386.84488,382.0,419.29166,408.24707,450.9334
141,Demand Amoxicillin Fürth,2024-03-25,2024-03-11,429.0,382.0,382.0,406.0,415.0,422.5,432.2,444.16666,445.2857,451.625,459.44446,469.3,471.0,473.33334,472.6154,469.64285,468.2,469.5,447.2071,444.12738,430.99277,419.5296,410.5355,403.32947,397.25848,391.86548,386.84488,382.0,419.29166,385.5025,441.9266
142,Demand Amoxicillin Fürth,2024-04-01,2024-03-11,372.0,382.0,382.0,406.0,415.0,422.5,432.2,444.16666,445.2857,451.625,459.44446,469.3,471.0,473.33334,472.6154,469.64285,468.2,469.5,447.2071,444.12738,430.99277,419.5296,410.5355,403.32947,397.25848,391.86548,386.84488,382.0,419.29166,367.3049,403.50204
143,Demand Amoxicillin Fürth,2024-04-08,2024-03-11,424.0,382.0,382.0,406.0,415.0,422.5,432.2,444.16666,445.2857,451.625,459.44446,469.3,471.0,473.33334,472.6154,469.64285,468.2,469.5,447.2071,444.12738,430.99277,419.5296,410.5355,403.32947,397.25848,391.86548,386.84488,382.0,419.29166,352.74527,433.59857
144,Demand Amoxicillin Fürth,2024-04-15,2024-04-08,358.0,424.0,424.0,398.0,408.33334,426.75,417.8,419.83334,421.7143,424.625,429.77777,437.2,438.54544,443.33334,449.3846,457.14285,459.2,461.6875,439.17938,430.50336,421.46216,416.67184,414.40848,413.69803,414.2746,416.1598,419.41348,424.0,416.8148,395.65182,384.0076
145,Demand Amoxicillin Fürth,2024-04-22,2024-04-08,329.0,424.0,424.0,398.0,408.33334,426.75,417.8,419.83334,421.7143,424.625,429.77777,437.2,438.54544,443.33334,449.3846,457.14285,459.2,461.6875,439.17938,430.50336,421.46216,416.67184,414.40848,413.69803,414.2746,416.1598,419.41348,424.0,416.8148,392.87906,414.0117
146,Demand Amoxicillin Fürth,2024-04-29,2024-04-08,425.0,424.0,424.0,398.0,408.33334,426.75,417.8,419.83334,421.7143,424.625,429.77777,437.2,438.54544,443.33334,449.3846,457.14285,459.2,461.6875,439.17938,430.50336,421.46216,416.67184,414.40848,413.69803,414.2746,416.1598,419.41348,424.0,416.8148,390.66074,394.5606
147,Demand Amoxicillin Fürth,2024-05-06,2024-04-08,371.0,424.0,424.0,398.0,408.33334,426.75,417.8,419.83334,421.7143,424.625,429.77777,437.2,438.54544,443.33334,449.3846,457.14285,459.2,461.6875,439.17938,430.50336,421.46216,416.67184,414.40848,413.69803,414.2746,416.1598,419.41348,424.0,416.8148,388.88596,386.25363
148,Demand Amoxicillin Fürth,2024-05-13,2024-05-06,308.0,371.0,371.0,398.0,375.0,370.75,381.4,379.83334,386.85715,398.75,396.8889,400.2,403.18182,406.66666,411.6154,418.2143,420.46667,425.1875,416.24277,397.30536,386.94427,382.7079,381.1505,380.52188,379.79883,378.28506,375.47513,371.0,382.79428,366.93524,374.78314
149,Demand Amoxicillin Fürth,2024-05-20,2024-05-06,374.0,371.0,371.0,398.0,375.0,370.75,381.4,379.83334,386.85715,398.75,396.8889,400.2,403.18182,406.66666,411.6154,418.2143,420.46667,425.1875,416.24277,397.30536,386.94427,382.7079,381.1505,380.52188,379.79883,378.28506,375.47513,371.0,382.79428,364.87646,381.24356
150,Demand Amoxicillin Fürth,2024-05-27,2024-05-06,344.0,371.0,371.0,398.0,375.0,370.75,381.4,379.83334,386.85715,398.75,396.8889,400.2,403.18182,406.66666,411.6154,418.2143,420.46667,425.1875,416.24277,397.30536,386.94427,382.7079,381.1505,380.52188,379.79883,378.28506,375.47513,371.0,382.79428,363.22708,390.3005
151,Demand Amoxicillin Fürth,2024-06-03,2024-05-06,304.0,371.0,371.0,398.0,375.0,370.75,381.4,379.83334,386.85715,398.75,396.8889,400.2,403.18182,406.66666,411.6154,418.2143,420.46667,425.1875,416.24277,397.30536,386.94427,382.7079,381.1505,380.52188,379.79883,378.28506,375.47513,371.0,382.79428,361.90567,317.5847
152,Demand Amoxicillin Fürth,2024-06-10,2024-06-03,348.0,304.0,304.0,324.0,340.66666,332.5,340.2,354.33334,350.7143,351.625,359.66666,360.9,367.0909,376.66666,377.07693,380.85715,384.33334,388.125,387.20407,357.98746,343.0165,334.22614,327.8219,322.43256,317.49957,312.78445,308.24075,304.0,334.29587,331.74765,382.64612
153,Demand Amoxicillin Fürth,2024-06-17,2024-06-03,366.0,304.0,304.0,324.0,340.66666,332.5,340.2,354.33334,350.7143,351.625,359.66666,360.9,367.0909,376.66666,377.07693,380.85715,384.33334,388.125,387.20407,357.98746,343.0165,334.22614,327.8219,322.43256,317.49957,312.78445,308.24075,304.0,334.29587,324.257,345.49893
154,Demand Amoxicillin Fürth,2024-06-24,2024-06-03,302.0,304.0,304.0,324.0,340.66666,332.5,340.2,354.33334,350.7143,351.625,359.66666,360.9,367.0909,376.66666,377.07693,380.85715,384.33334,388.125,387.20407,357.98746,343.0165,334.22614,327.8219,322.43256,317.49957,312.78445,308.24075,304.0,334.29587,317.85913,323.86838
155,Demand Amoxicillin Fürth,2024-07-01,2024-06-03,379.0,304.0,304.0,324.0,340.66666,332.5,340.2,354.33334,350.7143,351.625,359.66666,360.9,367.0909,376.66666,377.07693,380.85715,384.33334,388.125,387.20407,357.98746,343.0165,334.22614,327.8219,322.43256,317.49957,312.78445,308.24075,304.0,334.29587,312.39465,316.68567
156,Demand Amoxicillin Fürth,2024-07-08,2024-07-01,325.0,379.0,379.0,340.5,349.0,348.75,339.8,340.5,345.2857,340.625,344.0,352.1,350.0,350.66666,356.30768,357.42856,362.2,369.6875,374.13977,353.23486,349.08948,350.1669,352.98886,356.63348,360.92694,365.95966,371.91803,379.0,350.05844,333.8955,321.67166
